Dependency,Ecosystem - Type,Repos,Vulns (H/M/L),License,Sponsor,Parent
"finalhandler@1.1.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"connect@3.7.0"
"parseurl@1.3.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"connect@3.7.0, serve-static@1.16.3, express@5.2.1, finalhandler@1.1.2, router@2.2.0"
"utils-merge@1.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT AND MIT",No,"connect@3.7.0"
"accepts@1.3.8","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"errorhandler@1.5.2"
"escape-html@1.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"errorhandler@1.5.2, serve-static@1.16.3, express@5.2.1, finalhandler@1.1.2, send@1.2.1"
"async-limiter@1.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Unknown
"p-locate@5.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"locate-path@6.0.0"
"unicorn-magic@0.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Unknown
"xmldom@0.9.10","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"plist@3.1.1"
"xmlbuilder@15.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"plist@3.1.1"
"hermes-estree@0.36.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"hermes-parser@0.36.0"
"project-service@8.65.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"typescript-estree@8.65.0"
"tsconfig-utils@8.65.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"typescript-estree@8.65.0, project-service@8.65.0"
"minimatch@10.2.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BlueOak-1.0.0",No,"typescript-estree@8.65.0"
"call-bind@1.0.9","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"array-includes@3.1.9, array.prototype.findlast@1.2.5, array.prototype.flatmap@1.3.3, array.prototype.tosorted@1.1.4, es-iterator-helpers@1.4.0, object.entries@1.1.9, object.fromentries@2.0.8, object.values@1.2.1, string.prototype.matchall@4.0.12, es-abstract@1.24.2, array.prototype.flat@1.3.3, object.assign@4.1.7, regexp.prototype.flags@1.5.4, arraybuffer.prototype.slice@1.0.4, function.prototype.name@1.2.0, is-array-buffer@3.0.5, safe-array-concat@1.1.4, string.prototype.trim@1.2.11, string.prototype.trimend@1.0.10, string.prototype.trimstart@1.0.8, typed-array-byte-length@1.0.3, typed-array-byte-offset@1.0.4, typed-array-length@1.0.8, which-typed-array@1.1.22, reflect.getprototypeof@1.0.10"
"call-bound@1.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"array-includes@3.1.9, es-iterator-helpers@1.4.0, object.entries@1.1.9, object.values@1.2.1, string.prototype.matchall@4.0.12, es-abstract@1.24.2, is-string@1.1.1, object.assign@4.1.7, array-buffer-byte-length@1.0.2, data-view-buffer@1.0.2, data-view-byte-length@1.0.2, data-view-byte-offset@1.0.1, function.prototype.name@1.2.0, get-symbol-description@1.1.0, is-array-buffer@3.0.5, is-data-view@1.0.2, is-regex@1.2.1, is-shared-array-buffer@1.0.4, is-weakref@1.1.1, own-keys@1.0.2, safe-array-concat@1.1.4, safe-regex-test@1.1.0, string.prototype.trim@1.2.11, string.prototype.trimend@1.0.10, typed-array-buffer@1.0.3, unbox-primitive@1.1.0, which-typed-array@1.1.22, side-channel-map@1.0.1, side-channel-weakmap@1.0.2, is-date-object@1.1.0, is-symbol@1.1.1, is-document.all@1.0.0, which-builtin-type@1.2.1, is-boolean-object@1.2.2, is-number-object@1.1.1, is-async-function@2.1.1, is-finalizationregistry@1.1.1, is-generator-function@1.1.2, is-weakset@2.0.4"
"define-properties@1.2.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"array-includes@3.1.9, array.prototype.findlast@1.2.5, array.prototype.flatmap@1.3.3, array.prototype.tosorted@1.1.4, es-iterator-helpers@1.4.0, object.entries@1.1.9, object.fromentries@2.0.8, object.values@1.2.1, string.prototype.matchall@4.0.12, string.prototype.repeat@1.0.0, globalthis@1.0.4, array.prototype.flat@1.3.3, object.assign@4.1.7, regexp.prototype.flags@1.5.4, arraybuffer.prototype.slice@1.0.4, string.prototype.trim@1.2.11, string.prototype.trimend@1.0.10, string.prototype.trimstart@1.0.8, reflect.getprototypeof@1.0.10"
"es-abstract@1.24.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"array-includes@3.1.9, array.prototype.findlast@1.2.5, array.prototype.flatmap@1.3.3, array.prototype.tosorted@1.1.4, es-iterator-helpers@1.4.0, object.fromentries@2.0.8, string.prototype.matchall@4.0.12, string.prototype.repeat@1.0.0, array.prototype.flat@1.3.3, arraybuffer.prototype.slice@1.0.4, string.prototype.trim@1.2.11, reflect.getprototypeof@1.0.10"
"es-object-atoms@1.1.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"array-includes@3.1.9, array.prototype.findlast@1.2.5, object.entries@1.1.9, object.fromentries@2.0.8, object.values@1.2.1, string.prototype.matchall@4.0.12, es-abstract@1.24.2, get-intrinsic@1.3.0, iterator.prototype@1.1.5, object.assign@4.1.7, get-proto@1.0.1, set-proto@1.0.0, string.prototype.trim@1.2.11, string.prototype.trimend@1.0.10, string.prototype.trimstart@1.0.8, es-abstract-get@1.0.0, reflect.getprototypeof@1.0.10"
"get-intrinsic@1.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"array-includes@3.1.9, es-iterator-helpers@1.4.0, string.prototype.matchall@4.0.12, call-bind@1.0.9, call-bound@1.0.4, es-abstract@1.24.2, es-set-tostringtag@2.1.0, iterator.prototype@1.1.5, set-function-length@1.2.2, arraybuffer.prototype.slice@1.0.4, get-symbol-description@1.1.0, is-array-buffer@3.0.5, is-data-view@1.0.2, own-keys@1.0.2, safe-array-concat@1.1.4, side-channel-map@1.0.1, side-channel-weakmap@1.0.2, reflect.getprototypeof@1.0.10, is-weakset@2.0.4"
"is-string@1.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"array-includes@3.1.9, es-abstract@1.24.2, which-boxed-primitive@1.1.1"
"math-intrinsics@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"array-includes@3.1.9, es-iterator-helpers@1.4.0, es-abstract@1.24.2, get-intrinsic@1.3.0"
"es-errors@1.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"array.prototype.findlast@1.2.5, array.prototype.tosorted@1.1.4, es-iterator-helpers@1.4.0, string.prototype.matchall@4.0.12, resolve@1.22.12, es-abstract@1.24.2, es-object-atoms@1.1.2, get-intrinsic@1.3.0, es-set-tostringtag@2.1.0, internal-slot@1.1.0, node-exports-info@1.6.2, regexp.prototype.flags@1.5.4, set-function-name@2.0.2, side-channel@1.1.1, call-bind-apply-helpers@1.0.2, set-function-length@1.2.2, define-data-property@1.1.4, arraybuffer.prototype.slice@1.0.4, data-view-buffer@1.0.2, data-view-byte-length@1.0.2, data-view-byte-offset@1.0.1, es-to-primitive@1.3.4, function.prototype.name@1.2.0, get-symbol-description@1.1.0, safe-push-apply@1.0.0, safe-regex-test@1.1.0, set-proto@1.0.0, stop-iteration-iterator@1.1.0, typed-array-buffer@1.0.3, dunder-proto@1.0.1, side-channel-list@1.0.1, side-channel-map@1.0.1, side-channel-weakmap@1.0.2, es-abstract-get@1.0.0, reflect.getprototypeof@1.0.10"
"es-shim-unscopables@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"array.prototype.findlast@1.2.5, array.prototype.flatmap@1.3.3, array.prototype.tosorted@1.1.4, array.prototype.flat@1.3.3"
"es-set-tostringtag@2.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"es-iterator-helpers@1.4.0, es-abstract@1.24.2"
"function-bind@1.1.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"es-iterator-helpers@1.4.0, hasown@2.0.4, get-intrinsic@1.3.0, call-bind-apply-helpers@1.0.2, set-function-length@1.2.2"
"globalthis@1.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"es-iterator-helpers@1.4.0, es-abstract@1.24.2"
"gopd@1.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"es-iterator-helpers@1.4.0, string.prototype.matchall@4.0.12, es-abstract@1.24.2, get-intrinsic@1.3.0, globalthis@1.0.4, regexp.prototype.flags@1.5.4, set-function-length@1.2.2, define-data-property@1.1.4, is-regex@1.2.1, typed-array-byte-length@1.0.3, typed-array-byte-offset@1.0.4, typed-array-length@1.0.8, which-typed-array@1.1.22, dunder-proto@1.0.1"
"has-property-descriptors@1.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"es-iterator-helpers@1.4.0, define-properties@1.2.1, es-abstract@1.24.2, set-function-name@2.0.2, set-function-length@1.2.2, function.prototype.name@1.2.0, string.prototype.trim@1.2.11"
"has-proto@1.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"es-iterator-helpers@1.4.0, es-abstract@1.24.2, typed-array-byte-length@1.0.3, typed-array-byte-offset@1.0.4"
"has-symbols@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"es-iterator-helpers@1.4.0, string.prototype.matchall@4.0.12, es-abstract@1.24.2, get-intrinsic@1.3.0, iterator.prototype@1.1.5, object.assign@4.1.7, safe-array-concat@1.1.4, unbox-primitive@1.1.0, has-tostringtag@1.0.2, is-symbol@1.1.1"
"internal-slot@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"es-iterator-helpers@1.4.0, string.prototype.matchall@4.0.12, es-abstract@1.24.2, stop-iteration-iterator@1.1.0"
"iterator.prototype@1.1.5","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"es-iterator-helpers@1.4.0"
"array.prototype.flat@1.3.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"jsx-ast-utils@3.3.5"
"object.assign@4.1.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"jsx-ast-utils@3.3.5, es-abstract@1.24.2"
"object-assign@4.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"prop-types@15.8.1"
"is-core-module@2.16.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"resolve@1.22.12"
"node-exports-info@1.6.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Unknown
"object-keys@1.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"define-properties@1.2.1, es-abstract@1.24.2, object.assign@4.1.7, own-keys@1.0.2"
"path-parse@1.0.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"resolve@1.22.12"
"supports-preserve-symlinks-flag@1.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"resolve@1.22.12"
"regexp.prototype.flags@1.5.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"string.prototype.matchall@4.0.12, es-abstract@1.24.2"
"set-function-name@2.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"string.prototype.matchall@4.0.12, iterator.prototype@1.1.5, regexp.prototype.flags@1.5.4"
"side-channel@1.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"string.prototype.matchall@4.0.12, qs@6.15.3, internal-slot@1.1.0"
"leven@3.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"jest-validate@29.7.0"
"https-proxy-agent@7.0.6","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-cache@0.84.4, agent@3.0.0"
"lodash.throttle@4.1.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-core@0.84.4, metro@0.84.4"
"metro-resolver@0.84.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro-core@0.84.4, metro@0.84.4"
"error-stack-parser@2.1.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro@0.84.4"
"jest-worker@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro@0.84.4, reporters@29.7.0, jest-haste-map@29.7.0, jest-runner@29.7.0, metro-file-map@0.84.4"
"jsc-safe-url@0.2.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","0BSD",No,"metro@0.84.4"
"metro-babel-transformer@0.84.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro@0.84.4, metro-transform-worker@0.84.4"
"metro-cache-key@0.84.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro@0.84.4, metro-babel-transformer@0.84.4, metro-transform-worker@0.84.4"
"metro-file-map@0.84.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro@0.84.4"
"metro-transform-plugins@0.84.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro@0.84.4, metro-transform-worker@0.84.4"
"metro-transform-worker@0.84.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro@0.84.4"
"serialize-error@2.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro@0.84.4"
"throat@5.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"metro@0.84.4"
"color-name@1.1.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"color-convert@2.0.1, color-string@1.9.1"
"simple-swizzle@0.2.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"color-string@1.9.1"
"decode-uri-component@0.2.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"query-string@7.1.3"
"filter-obj@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"query-string@7.1.3"
"split-on-first@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"query-string@7.1.3"
"strict-uri-encode@2.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"query-string@7.1.3"
"linux-x64@0.28.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"esbuild@0.28.1"
"encoding@0.1.13","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"node-fetch@2.7.0, minipass-fetch@4.0.1"
"whatwg-url@5.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"node-fetch@2.7.0"
"buffer@5.7.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"bl@4.1.0"
"inherits@2.0.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"bl@4.1.0, http-errors@2.0.1, readable-stream@3.6.2, glob@7.2.3, tar-stream@2.2.0, queue@6.0.2"
"readable-stream@3.6.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"bl@4.1.0, tar-stream@2.2.0"
"restore-cursor@3.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"cli-cursor@3.1.0"
"braces@3.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"micromatch@4.0.8"
"picomatch@2.3.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"micromatch@4.0.8, jest-util@29.7.0, anymatch@3.1.3"
"strip-bom@4.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"read-yaml-file@2.1.0, jest-runtime@29.7.0"
"content-disposition@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"express@5.2.1"
"cookie-signature@1.2.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"express@5.2.1"
"cookie@0.7.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"express@5.2.1"
"etag@1.8.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"express@5.2.1, send@1.2.1"
"merge-descriptors@2.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"express@5.2.1"
"once@1.4.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"express@5.2.1, pump@3.0.4, simple-get@4.0.1, glob@7.2.3, end-of-stream@1.4.5, inflight@1.0.6"
"proxy-addr@2.0.7","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"express@5.2.1"
"range-parser@1.2.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"express@5.2.1, send@1.2.1"
"router@2.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"express@5.2.1"
"send@1.2.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"express@5.2.1"
"react-redux@9.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"core@4.1.1"
"isexe@2.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"which@2.0.2"
"jest-diff@29.7.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"jest-matcher-utils@29.7.0, jest-snapshot@29.7.0"
"stack-utils@2.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"jest-message-util@29.7.0"
"stack-utils@2.0.6","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"jest-message-util@29.7.0, jest-circus@29.7.0"
"typebox@0.27.12","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"schemas@29.6.3"
"parent-module@1.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"import-fresh@3.3.1"
"resolve-from@4.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"import-fresh@3.3.1"
"run-parallel@1.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"fs.scandir@2.1.5"
"reusify@1.1.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"fastq@1.20.1"
"has-flag@4.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"supports-color@7.2.0"
"shebang-regex@3.0.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"shebang-command@2.0.0"
"flatted@3.4.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"flat-cache@3.2.0"
"keyv@4.5.4","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"flat-cache@3.2.0"
"rimraf@3.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"flat-cache@3.2.0"
"concat-map@0.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,Unknown
"v8-coverage@0.2.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"reporters@29.7.0"
"collect-v8-coverage@1.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"reporters@29.7.0, test-result@29.7.0, jest-runtime@29.7.0"
"glob@7.2.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"reporters@29.7.0, jest-config@29.7.0, jest-runtime@29.7.0, rimraf@3.0.2, test-exclude@6.0.0"
"istanbul-lib-coverage@3.2.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"reporters@29.7.0, istanbul-lib-instrument@6.0.3, istanbul-lib-report@3.0.1, istanbul-lib-source-maps@4.0.1"
"istanbul-lib-instrument@6.0.3","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"reporters@29.7.0"
"istanbul-lib-report@3.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"reporters@29.7.0, istanbul-reports@3.2.0"
"istanbul-lib-source-maps@4.0.1","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"reporters@29.7.0"
"istanbul-reports@3.2.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","BSD-3-Clause",No,"reporters@29.7.0"
"string-length@4.0.2","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","MIT",No,"reporters@29.7.0, jest-watcher@29.7.0"
"v8-to-istanbul@9.3.0","npm - transitive","upload/upload/npm-bom","H:0 M:0 L:0","ISC",No,"reporters@29.7.0"
